episode,timestep,reward
1,1000,-299.5081
3,2000,-299.5081
5,3000,-299.5081
7,4000,-299.5081
9,5000,-299.5081
11,6000,-299.5081
13,7000,-299.5081
15,8000,-299.5081
17,9000,-299.5081
19,10000,-299.5081
21,11000,-299.5081
23,12000,-299.5081
25,13000,-299.5081
27,14000,-299.5081
29,15000,-299.5081
31,16000,-299.5081
33,17000,-299.5081
35,18000,-299.5081
37,19000,-299.5081
39,20000,-299.5081
41,21000,-299.5081
43,22000,-299.5081
45,23000,-299.5081
47,24000,-299.5081
49,25000,-299.5081
51,26000,-299.5081
53,27000,-299.5081
55,28000,-299.5081
57,29000,-299.5081
59,30000,-299.5081
61,31000,-299.5081
63,32000,-299.5081
65,33000,-299.5081
67,34000,-299.5081
69,35000,-299.5081
71,36000,-299.5081
73,37000,-299.5081
75,38000,-299.5081
77,39000,-299.5081
79,40000,-299.5081
81,41000,-299.5081
83,42000,-299.5081
85,43000,-299.5081
87,44000,-299.5081
89,45000,-299.5081
91,46000,-299.5081
93,47000,-299.5081
95,48000,-299.5081
97,49000,-299.5081
99,50000,-299.5081
101,51000,-299.5081
103,52000,-299.5081
105,53000,-299.5081
107,54000,-299.5081
109,55000,-299.5081
111,56000,-299.5081
113,57000,-299.5081
115,58000,-299.5081
117,59000,-299.5081
119,60000,-299.5081
121,61000,-299.5081
123,62000,-299.5081
125,63000,-299.5081
127,64000,-299.5081
129,65000,-299.5081
131,66000,-299.5081
133,67000,-299.5081
135,68000,-299.5081
137,69000,-299.5081
139,70000,-299.5081
141,71000,-299.5081
143,72000,-299.5081
145,73000,-299.5081
147,74000,-299.5081
149,75000,-299.5081
151,76000,-299.5081
153,77000,-299.5081
155,78000,-299.5081
157,79000,-299.5081
159,80000,-299.5081
161,81000,-299.5081
163,82000,-299.5081
165,83000,-299.5081
167,84000,-299.5081
169,85000,-299.5081
171,86000,-299.5081
173,87000,-299.5081
175,88000,-299.5081
177,89000,-299.5081
179,90000,-299.5081
181,91000,-299.5081
183,92000,-299.5081
185,93000,-299.5081
187,94000,-299.5081
189,95000,-299.5081
191,96000,-299.5081
193,97000,-299.5081
195,98000,-299.5081
197,99000,-299.5081
199,100000,-299.5081
201,101000,-299.5081
203,102000,-299.5081
205,103000,-299.5081
207,104000,-299.5081
209,105000,-299.5081
211,106000,-299.5081
213,107000,-299.5081
215,108000,-299.5081
217,109000,-299.5081
219,110000,-299.5081
221,111000,-299.5081
223,112000,-299.5081
225,113000,-299.5081
227,114000,-299.5081
229,115000,-299.5081
231,116000,-299.5081
233,117000,-299.5081
235,118000,-299.5081
237,119000,-299.5081
239,120000,-299.5081
241,121000,-299.5081
243,122000,-299.5081
245,123000,-299.5081
247,124000,-299.5081
249,125000,-299.5081
251,126000,-299.5081
253,127000,-299.5081
255,128000,-299.5081
257,129000,-299.5081
259,130000,-299.5081
261,131000,-299.5081
263,132000,-299.5081
265,133000,-299.5081
267,134000,-299.5081
269,135000,-299.5081
271,136000,-299.5081
273,137000,-299.5081
275,138000,-299.5081
277,139000,-299.5081
279,140000,-299.5081
281,141000,-299.5081
283,142000,-299.5081
285,143000,-299.5081
287,144000,-299.5081
289,145000,-299.5081
291,146000,-299.5081
293,147000,-299.5081
295,148000,-299.5081
297,149000,-299.5081
299,150000,-299.5081
301,151000,-299.5081
